短地: duǎn de
嘀地: dí de
蹬地: dēng de
突地: tū de
忽地: hū de
霍地: huò de
蓦地: mò de
倏地: shū de
墩地: dūn de
般地: bān de
嗖地: sōu de
尹地: yǐn de
咻地: xiū de
羞地: xiū de
腾地: téng de
傻地: shǎ de
气地: qì de
怯地: qiè de
全地: quán de
求地: qiú de
取地: qǔ de
轻地: qīng de
起地: qǐ de
球地: qiú de
强地: qiáng de
愀地: qiǎo de
确地: què de
猛地: měng de
河地: hé de
哼地: hēng de
动态地: dòng tài de
大声地: dà shēng de
低声地: dī shēng de
多情地: duō qíng de
定期地: deng qī de
胆怯地: dǎn qiè de
陡峭地: dǒu qiào de
刀强地: dāo qiáng de
打趣地: dǎ qù de
动情地: dòng qíng de
当前地: dāng qián de
对口地: duì kǒu de
癫狂地: diān kuáng de
倒霉地: dǎo méi de
怠慢地: dài màn de
妒忌地: dù jì de
递减地: de jiǎn de
堆积地: duī jī de
大口地: dà kǒu de
东方地: dōng fāng de
对话地: duì huà de
带灰地: dài huī de
敌方地: dí fāng de
短发地: duǎn fā de
大概地: dà gài de
单独地: dān dú de
冷冷地说: lěng lěng de shuō
你乐意地: nǐ lè yì de
努力地做: nǔ lì de zuò
哀哀地叫: āi āi de jiào
热烈地吻: rè liè de wěn
喃喃地说: nán nán de shuō
女人似地: nǚ rén shì de
奴隶般地: nú lì bān de
如雷般地: rú léi bān de
按年代地: àn nián dài de
按类别地: àn lèi bié de
流利地讲: liú lì de jiǎng
能忍耐地: néng rěn nài de
能理解地: néng lǐ jiě de
脑力上地: nǎo lì shàng de
难忍受地: nán rěn shòu de
理论上地: lǐ lùn shàng de
隆隆地响: lóng lóng de xiǎng
按比例地: àn bǐ lì de
你不断地: nǐ bù duàn de
冷不丁地: lěng bù dīng de
冷冰冰地: lěng bīng bīng de
冷不防地: lěng bù fáng de
了不起地: liǎo bù qǐ de
奴婢似地: nú bì shì de
忍不住地: rěn bú zhù de
难保证地: nán bǎo zhèng de
难辨别地: nán biàn bié de
难避免地: nán bì miǎn de
流畅地说: liú chàng de shuō
仍痴痴地: réng chī chī de
而重复地: ér chóng fù de
临床上地: lín chuáng shàng de
按常规地: àn cháng guī de
爱扯谎地: ài chě huǎng de
难处理地: nán chǔ lǐ de
潦草地写: liáo cǎo de xiě
唠叨地讲: láo dāo de jiǎng
难对付地: nán duì fù de
恶狠狠地: è hěn hěn de
乐呵呵地: lè hē hē de
狼嚎般地: láng háo bān de
爱幻想地: ài huàn xiǎng de
难和解地: nán hé jiě de
暖烘烘地: nuǎn hōng hōng de
能更好地: néng gèng hǎo de
恶棍般地: è gùn bān de
能共处地: néng gòng chǔ de
冷静地说: lěng jìng de shuō
仍静静地: réng jìng jìng de
理解地笑: lǐ jiě de xiào
内聚性地: nèi jù xìng de
难觉察地: nán jué chá de
难接近地: nán jiē jìn de
难解说地: nán jiě shuō de
凝结性地: níng jié xìng de
凝聚性地: níng jù xìng de
爱空想地: ài kōng xiǎng de
难宽恕地: nán kuān shù de
难控制地: nán kòng zhì de
爱冒险地: ài mào xiǎn de
欧美化地: ōu měi huà de
恶魔似地: è mó shì de
恶魔般地: è mó bān de
爱梦想地: ài mèng xiǎng de
你奇怪地: nǐ qí guài de
踉跄地走: liàng qiàng de zǒu
灵巧地做: líng qiǎo de zuò
难取悦地: nán qǔ yuè de
吝啬地给: lìn sè de gěi
亮闪闪地: liàng shǎn shǎn de
能生动地: néng shēng dòng de
能胜任地: néng shèng rèn de
能熟练地: néng shú liàn de
零碎地花: líng suì de huā
懊丧地说: ào sàng de shuō
厉声地说: lì shēng de shuō
如扇形地: rú shàn xíng de
逆时针地: nì shí zhēn de
爱生气地: ài shēng qì de
爱说话地: ài shuō huà de
难识别地: nán shí bié de
燃烧般地: rán shāo bān de
笼统地说: lǒng tǒng de shuō
笼统地喊: lǒng tǒng de hǎn
立体声地: lì tǐ shēng de
如屠夫地: rú tú fū de
肉体上地: ròu tǐ shàng de
笼统地讲: lǒng tǒng de jiǎng
人为地将: rén wéi de jiāng
女王般地: nǚ wáng bān de
你无私地: nǐ wú sī de
难为情地: nán wéi qíng de
泪汪汪地: lèi wāng wāng de
而相应地: ér xiāng yìng de
能迅速地: néng xùn sù de
人性上地: rén xìng shàng de
冷笑式地: lěng xiào shì de
良心上地: liáng xīn shàng de
能旋转地: néng xuán zhuǎn de
理想上地: lǐ xiǎng shàng de
懒洋洋地: lǎn yáng yáng de
那样地说: nà yàng de shuō
扼要地说: è yào de shuō
能有效地: néng yǒu xiào de
奶油似地: nǎi yóu shì de
容易错地: róng yì cuò de
爱游玩地: ài yóu wán de
难允许地: nán yǔn xǔ de
认真地听: rèn zhēn de tīng
认真地看: rèn zhēn de kàn
认真地吃: rèn zhēn de chī
按种别地: àn zhǒng bié de
仍执着地: réng zhí zhuó de
认真地写: rèn zhēn de xiě
能自觉地: néng zì jué de
能准确地: néng zhǔn què de
理智地把: lǐ zhì de bǎ
乱糟糟地: luàn zāo zāo de
男子似地: nán zi shì de
闹着玩地: nào zhe wán de
浓粥状地: nóng zhōu zhuàng de
恶作剧地: è zuò jù de
难转向地: nán zhuǎn xiàng de
骡子似地: luó zi shì de
不碍事地: bù ài shì de
不安全地: bù ān quán de
不安定地: bù ān deng de
不论何地: bù lùn hé de
不耐烦地: bù nài fán de
悲哀地说: bēi āi de shuō
不认真地: bù rèn zhēn de
不礼貌地: bù lǐ mào de
不老练地: bù lǎo liàn de
不吝惜地: bù lìn xī de
不灵巧地: bù líng qiǎo de
不连贯地: bù lián guàn de
不连续地: bù lián xù de
不流行地: bù liú xíng de
不留神地: bù liú shén de
不理会地: bù lǐ huì de
不脸红地: bù liǎn hóng de
波浪般地: bō làng bān de
玻璃似地: bō lí shì de
婢奴似地: bì nú shì de
白白地死: bái bái de sǐ
并不断地: bìng bù duàn de
不保险地: bù bǎo xiǎn de
不变化地: bù biàn huà de
巴巴儿地: bā bā ér de
不充分地: bù chōng fèn de
不充足地: bù chōng zú de
不成形地: bù chéng xíng de
不迟疑地: bù chí yí de
不诚恳地: bù chéng kěn de
不持久地: bù chí jiǔ de
不常有地: bù cháng yǒu de
不慈悲地: bù cí bēi de
不触目地: bù chù mù de
不踌躇地: bù chóu chú de
不得已地: bù dé yǐ de
不定时地: bù deng shí de
不断地抄: bù duàn de chāo
不断地练: bù duàn de liàn
不断地笑: bù duàn de xiào
不断地做: bù duàn de zuò
不定期地: bù deng qī de
不凋萎地: bù diāo wēi de
不得当地: bù dé dāng de
不得体地: bù dé tǐ de
不断地谈: bù duàn de tán
不道德地: bù dào dé de
不戴帽地: bù dài mào de
冰冻般地: bīng dòng bān de
被打扰地: bèi dǎ rǎo de
报复性地: bào fù xìng de
不服气地: bù fú qì de
不费力地: bù fèi lì de
便飞快地: biàn fēi kuài de
不分开地: bù fēn kāi de
不方便地: bù fāng biàn de
不发声地: bù fā shēng de
不合宜地: bù hé yí de
不合适地: bù hé shì de
不合理地: bù hé lǐ de
不好看地: bù hǎo kàn de
不含糊地: bù hán hù de
不和悦地: bù hé yuè de
不和谐地: bù hé xié de
不和蔼地: bù hé ǎi de
不服从地: bù fú cóng de
不活动地: bù huó dòng de
不活泼地: bù huó pō de
不害臊地: bù hài sào de
不慌忙地: bù huāng máng de
不慌张地: bù huāng zhāng de
不滑稽地: bù huá jī de
边反卷地: biān fǎn juǎn de
部份性地: bù fèn xìng de
暴风雨地: bào fēng yǔ de
不高兴地: bù gāo xìng de
并更好地: bìng gèng hǎo de
不公正地: bù gōng zhèng de
便固执地: biàn gù zhí de
便果断地: biàn guǒ duàn de
不固定地: bù gù deng de
不规则地: bù guī zé de
不规律地: bù guī lǜ de
不够格地: bù gòu gé de
半官方地: bàn guān fāng de
不精确地: bù jīng què de
不吉利地: bù jí lì de
不经济地: bù jīng jì de
不节俭地: bù jié jiǎn de
比较坏地: bǐ jiào huài de
不均衡地: bù jūn héng de
比较好地: bǐ jiào hǎo de
不坚固地: bù jiān gù de
不解地问: bù jiě de wèn
不解地说: bù jiě de shuō
不间断地: bù jiàn duàn de
不吉祥地: bù jí xiáng de
不经常地: bù jīng cháng de
不经意地: bù jīng yì de
不觉察地: bù jué chá de
八角形地: bā jiǎo xíng de
不及物地: bù jí wù de
不机敏地: bù jī mǐn de
不具名地: bù jù míng de
不健全地: bù jiàn quán de
不健康地: bù jiàn kāng de
不减退地: bù jiǎn tuì de
不减弱地: bù jiǎn ruò de
不精密地: bù jīng mì de
悲剧性地: bēi jù xìng de
不可解地: bù kě jiě de
不客气地: bú kè qì de
背靠背地: bèi kào bèi de
不可分地: bù kě fēn de
不可信地: bù kě xìn de
不可觉地: bù kě jué de
不可闻地: bù kě wén de
不可能地: bù kě néng de
不可数地: bù kě shù de
不可靠地: bù kě kào de
不夸张地: bù kuā zhāng de
不肯定地: bù kěn deng de
不宽恕地: bù kuān shù de
表开心地: biǎo kāi xīn de
不明确地: bù míng què de
不满地说: bù mǎn de shuō
不满足地: bù mǎn zú de
表面上地: biǎo miàn shàng de
被明确地: bèi míng què de
不名誉地: bù míng yù de
不明了地: bù míng le de
不明显地: bù míng xiǎn de
不明智地: bù míng zhì de
不冒昧地: bù mào mèi de
被冒犯地: bèi mào fàn de
不平常地: bù píng cháng de
不平衡地: bù píng héng de
不平坦地: bù píng tǎn de
不平稳地: bù píng wěn de
不疲倦地: bù pí juàn de
不配合地: bù pèi hé de
不偏离地: bù piān lí de
不漂亮地: bù piào liàng de
不恰当地: bù qià dàng de
不情愿地: bù qíng yuàn de
不清楚地: bù qīng chǔ de
不期然地: bù qī rán de
并巧妙地: bìng qiǎo miào de
抱歉地说: bào qiàn de shuō
便悄悄地: biàn qiāo qiāo de
不切题地: bú qiè tí de
不区别地: bù qū bié de
不屈曲地: bù qū qū de
不屈服地: bù qū fú de
不亲切地: bù qīn qiè de
不轻信地: bù qīng xìn de
不虔诚地: bù qián chéng de
不清洁地: bù qīng jié de
不确定地: bù què deng de
悲伤地哭: bēi shāng de kū
不生育地: bù shēng yù de
不时髦地: bù shí máo de
不适合地: bú shì hé de
不适宜地: bù shì yí de
不顺从地: bù shùn cóng de
不衰弱地: bù shuāi ruò de
不舒服地: bù shū fú de
不舒适地: bù shū shì de
不熟练地: bù shú liàn de
不熟悉地: bù shú xī de
保守地说: bǎo shǒu de shuō
不体面地: bù tǐ miàn de
不停地走: bù tíng de zǒu
不停顿地: bù tíng dùn de
不停地叫: bù tíng de jiào
不停地吃: bù tíng de chī
不停地说: bù tíng de shuō
不停地骂: bù tíng de mà
不停地淌: bù tíng de tǎng
不停地喊: bù tíng de hǎn
不停地嚼: bù tíng de jué
不同类地: bù tóng lèi de
不同等地: bù tóng děng de
不体贴地: bù tǐ tiē de
不听话地: bù tīng huà de
不坦诚地: bù tǎn chéng de
不突出地: bù tū chū de
不透明地: bú tòu míng de
不褪色地: bù tuì shǎi de
半透明地: bàn tòu míng de
蹦跳地走: bèng tiào de zǒu
不调和地: bù tiáo hé de
不稳定地: bù wěn deng de
不完全地: bù wán quán de
不卫生地: bù wèi shēng de
不完备地: bù wán bèi de
不完善地: bù wán shàn de
不畏惧地: bù wèi jù de
不畏缩地: bù wèi suō de
百万倍地: bǎi wàn bèi de
被侮辱地: bèi wǔ rǔ de
被歪曲地: bèi wāi qū de
不相称地: bù xiāng chèn de
不相等地: bù xiāng děng de
不习惯地: bù xí guàn de
不屑地说: bù xiè de shuō
并相应地: bìng xiāng yìng de
不休息地: bù xiū xī de
不协调地: bù xié tiáo de
不寻常地: bù xún cháng de
不许可地: bù xǔ kě de
不信相地: bù xìn xiāng de
不信神地: bù xìn shén de
不显着地: bù xiǎn zhe de
不相同地: bù xiāng tóng de
不相信地: bù xiāng xìn de
不相容地: bù xiāng róng de
不虚伪地: bù xū wěi de
不鲜明地: bù xiān míng de
巴西等地: bā xī děng de
半小时地: bàn xiǎo shí de
保险箱地: bǎo xiǎn xiāng de
不犹疑地: bù yóu yí de
不易弯地: bù yì wān de
不一致地: bù yī zhì de
不允许地: bù yǔn xǔ de
不友好地: bù yǒu hǎo de
不友善地: bù yǒu shàn de
不厌倦地: bù yàn juàn de
不延迟地: bù yán chí de
不严格地: bù yán gé de
不严密地: bù yán mì de
不应当地: bù yīng dāng de
不应得地: bù yīng de de
不犹豫地: bù yóu yù de
不幽默地: bù yōu mò de
不要脸地: bú yào liǎn de
不殷勤地: bù yīn qín de
不隐瞒地: bù yǐn mán de
不愉快地: bù yú kuài de
不雅观地: bù yǎ guān de
不愿意地: bù yuàn yì de
半意识地: bàn yì shí de
抱怨地说: bào yuàn de shuō
被遗弃地: bèi yí qì de
不正当地: bù zhèng dāng de
不知情地: bù zhī qíng de
不重要地: bú zhòng yào de
不仔细地: bù zǐ xì de
不正确地: bù zhèng què de
不在乎地: bù zài hū de
不在意地: bù zài yì de
不自觉地: bù zì jué de
不自然地: bù zì rán de
不住地说: bú zhù de shuō
不住地淌: bú zhù de tǎng
不住地跳: bú zhù de tiào
不正直地: bù zhèng zhí de
不正常地: bú zhèng cháng de
不自私地: bù zì sī de
不足取地: bù zú qǔ de
不足道地: bù zú dào de
不注意地: bù zhù yì de
不知名地: bù zhī míng de
不知足地: bù zhī zú de
不知觉地: bù zhī jué de
不值得地: bù zhí dé de
不整齐地: bù zhěng qí de
不整洁地: bù zhěng jié de
不赞成地: bù zàn chéng de
半正式地: bàn zhèng shì de
半自觉地: bàn zì jué de
本质上地: běn zhì shàng de
被诅咒地: bèi zǔ zhòu de
笨拙地做: bèn zhuō de zuò
编制上地: biān zhì shàng de
辩证法地: biàn zhèng fǎ de
草率地做: cǎo shuài de zuò
吃力地将: chī lì de jiāng
赤裸裸地: chì luǒ luǒ de
粗率地作: cū lǜ de zuò
嘲弄地骂: cháo nòng de mà
从容地走: cóng róng de zǒu
产量多地: chǎn liàng duō de
传染性地: chuán rǎn xìng de
层离法地: céng lí fǎ de
纯理论地: chún lǐ lùn de
粗略地说: cū lüè de shuō
超肉体地: chāo ròu tǐ de
成比例地: chéng bǐ lì de
常不免地: cháng bù miǎn de
差不多地: chà bù duō de
除不尽地: chú bù jìn de
吃吃地笑: chī chī de xiào
匆匆地走: cōng cōng de zǒu
痴痴地想: chī chī de xiǎng
嗤嗤地笑: chī chī de xiào
触电似地: chù diàn shì de
沉甸甸地: chén diàn diàn de
颤抖地说: chàn dǒu de shuō
彻底地做: chè dǐ de zuò
才缓缓地: cái huǎn huǎn de
成方形地: chéng fāng xíng de
重复地说: chóng fù de shuō
曾辉煌地: céng huī huáng de
嘲讽地说: cháo fěng de shuō
呈红色地: chéng hóng sè de
测海学地: cè hǎi xué de
朝红色地: cháo hóng sè de
成功地做: chéng gōng de zuò
成弓形地: chéng gōng xíng de
传记体地: zhuàn jì tǐ de
诚恳地说: chéng kěn de shuō
曾恐惧地: céng kǒng jù de
从开始地: cóng kāi shǐ de
曾明确地: céng míng què de
匆忙地做: cōng máng de zuò
出奇地静: chū qí de jìng
常亲切地: cháng qīn qiè de
出奇地快: chū qí de kuài
传奇似地: chuán qí shì de
传奇性地: chuán qí xìng de
成切线地: chéng qiè xiàn de
成群地游: chéng qún de yóu
吹求疵地: chuī qiú cī de
持球触地: chí qiú chù de
出声地哭: chū shēng de kū
出神地看: chū shén de kàn
处身设地: chǔ shēn shè de
尝试性地: cháng shì xìng de
粗声地说: cū shēng de shuō
尘世间地: chén shì jiān de
传统上地: chuán tǒng shàng de
成梯形地: chéng tī xíng de
吹微风地: chuī wēi fēng de
成楔形地: chéng xiē xíng de
抽象性地: chōu xiàng xìng de
惨兮兮地: cǎn xī xī de
抽噎地哭: chōu yē de kū
从远处地: cóng yuǎn chù de
创造性地: chuàng zào xìng de
沉重地走: chén zhòng de zǒu
沉重地行: chén zhòng de xíng
才自嘲地: cái zì cháo de
沉着地说: chén zhuó de shuō
成直角地: chéng zhí jiǎo de
成指数地: chéng zhǐ shù de
财政上地: cái zhèng shàng de
朝着云地: cháo zhe yún de
超自然地: chāo zì rán de
滴溜溜地: dī liū liū de
大剌剌地: dà lá lá de
大略地看: dà lüè de kàn
都认真地: dōu rèn zhēn de
都任性地: dōu rèn xìng de
大人似地: dà rén shì de
大量地给: dà liàng de gěi
多人口地: duō rén kǒu de
带露水地: dài lù shuǐ de
大部分地: dà bù fèn de
大鼻子地: dà bí zi de
代表性地: dài biǎo xìng de
多变化地: duō biàn huà de
低沉地说: dī chén de shuō
淡淡地说: dàn dàn de shuō
大胆地说: dà dǎn de shuō
大度地说: dà dù de shuō
大胆地干: dà dǎn de gàn
大胆地讲: dà dǎn de jiǎng
大胆地闯: dà dǎn de chuǎng
呆呆地看: dāi dāi de kàn
陡地一惊: dǒu de yī jīng
呆呆地想: dāi dāi de xiǎng
冬冬地敲: dōng dōng de qiāo
多洞穴地: duō dòng xué de
单调地唱: dān diào de chàng
弹道学地: dàn dào xué de
得得地响: dé dé de xiǎng
嗒嗒地响: dā dā de xiǎng
嗒嗒地跑: dā dā de pǎo
嘟嘟地喝: dū dū de hē
滴答地响: dī dá de xiǎng
大方地讲: dà fāng de jiǎng
大幅度地: dà fú dù de
多方面地: duō fāng miàn de
都好好地: dōu hǎo hǎo de
都豪迈地: dōu háo mài de
打呵欠地: dǎ hē qiàn de
多风波地: duō fēng bō de
当呼格地: dāng hū gé de
单方面地: dān fāng miàn de
待发育地: dài fā yù de
淡红色地: dàn hóng sè de
淡褐色地: dàn hè sè de
大概地说: dà gài de shuō
对过细地: duì guò xì de
多顾虑地: duō gù lǜ de
都接连地: dōu jiē lián de
都简单地: dōu jiǎn dān de
对角线地: duì jiǎo xiàn de
砰地关上: pēng de guān shàng
砰地放下: pēng de fàng xià
砰地一下: pēng de yī xià
砰地落下: pēng de là xià
砰地摔下: pēng de shuāi xià
砰地撞到: pēng de zhuàng dào
啪地一声: pā de yī shēng
噗地一声: pū de yī shēng
噗地喷出: pū de pēn chū
平地一声: píng de yī shēng
平地起风: píng de qǐ fēng
硬生生地: yìng shēng shēng de
要适当地: yào shì dàng de
友善地问: yǒu shàn de wèn
严肃地说: yán sù de shuō
一熟悉地: yī shú xī de
仪式上地: yí shì shàng de
印刷上地: yìn shuā shàng de
有生气地: yǒu shēng qì de
有收入地: yǒu shōu rù de
有诗意地: yǒu shī yì de
